Id,SalePrice
1461,128214.27979014459
1462,156331.93002572205
1463,192690.62161804354
1464,188768.0264402633
1465,183408.2013386035
1466,179150.68522210323
1467,174213.6576845689
1468,166203.55484692092
1469,193124.44511799345
1470,126120.30018823389
1471,195967.95385078836
1472,102858.18093855082
1473,104869.81586861583
1474,150733.28521512973
1475,114303.69736266165
1476,337463.10061787046
1477,239282.3450819926
1478,322355.9839790153
1479,275141.70351770706
1480,371675.93209343374
1481,355758.3103429479
1482,197518.6226278276
1483,170190.65354889154
1484,164779.59829409432
1485,194694.7046038555
1486,192164.74633956372
1487,349457.7417551449
1488,247633.3181934925
1489,199245.99381339762
1490,243341.6476430856
1491,197733.38885171516
1492,101639.9021542383
1493,175261.3096363558
1494,325774.3283078908
1495,327288.48100868927
1496,243034.79365820746
1497,182465.13521117254
1498,155520.99361915703
1499,159148.34182552903
1500,162990.9036769724
1501,178983.5354204557
1502,154588.82202405337
1503,320824.7481055386
1504,243254.36326805185
1505,232529.06034661672
1506,201103.8995178424
1507,287982.53446867946
1508,210796.5409030485
1509,154520.0481220906
1510,146514.3473392973
1511,141146.6147321712
1512,187013.70609413163
1513,157328.84379350572
1514,185127.62713086716
1515,207252.7618672414
1516,159181.0719886831
1517,161684.67503298965
1518,146246.99542892142
1519,241392.526128326
1520,134109.95807592355
1521,126359.56930952678
1522,176984.6566887294
1523,107137.61940179415
1524,115682.21981440886
1525,118691.86556582291
1526,105189.11321237803
1527,106301.25492312221
1528,135810.4403796689
1529,140050.53574305278
1530,188613.72860640456
1531,131379.73646373805
1532,107254.48814415646
1533,145338.0387868576
1534,124788.68854274547
1535,155936.9660092018
1536,105029.44386816898
1537,90691.2017047166
1538,160963.44262796533
1539,209533.66827682673
1540,127749.89928280075
1541,148116.47145341113
1542,146001.62131123678
1543,182371.20461003354
1544,82905.5806796379
1545,116601.75477806544
1546,123808.44973129885
1547,135486.8012123283
1548,134731.48798785784
1549,127449.84365882487
1550,139349.26158294242
1551,121059.19548622743
1552,155777.7615636754
1553,148201.7292794223
1554,111595.77846280916
1555,163833.24492592725
1556,101740.95519976832
1557,111793.57420548917
1558,94029.43359818663
1559,106111.84763193977
1560,142902.4961491527
1561,153404.12696067587
1562,131155.79635549206
1563,112764.10601019465
1564,160204.85699034372
1565,148619.21451067325
1566,237474.31842353244
1567,84438.45911941657
1568,235475.7506215429
1569,141679.10587616224
1570,132542.24163600517
1571,115229.25716099264
1572,146910.66978006894
1573,242741.2199154339
1574,142133.5833651193
1575,232260.35317579095
1576,251146.42070620597
1577,194961.2226587985
1578,143889.45116323789
1579,142890.5142565079
1580,189600.03960800532
1581,147190.9491473632
1582,131577.89834406463
1583,381492.62204019097
1584,236075.08288569612
1585,145667.2313028167
1586,79779.67839202307
1587,98431.5815860401
1588,145781.57005638958
1589,107076.63720641605
1590,136959.47731841775
1591,97382.00798060546
1592,126913.10388417119
1593,116464.31118165131
1594,147552.96510821834
1595,135628.5834512873
1596,228849.28979013194
1597,193598.39584913966
1598,199226.76645127736
1599,178713.0427689566
1600,185085.20196886835
1601,82272.30527776481
1602,119489.8339697631
1603,87329.31586172027
1604,267297.67324214656
1605,263137.136929315
1606,168615.0552279941
1607,222943.4756378602
1608,228173.0539953721
1609,191211.30070929552
1610,154477.53369779565
1611,154945.36901657752
1612,186977.32194113667
1613,161948.12994384114
1614,116417.65578868495
1615,89743.5697175836
1616,85795.45796104339
1617,89493.68851961134
1618,126706.25843121685
1619,136553.4946686409
1620,194954.154258095
1621,153691.6013854469
1622,144776.49770549507
1623,313291.24507472577
1624,221674.30975568492
1625,124104.59440188929
1626,183010.42446941815
1627,187842.72210584566
1628,299996.3895156405
1629,173473.93753384295
1630,374269.41534077766
1631,192809.52658296083
1632,233725.39454346136
1633,172910.6382641289
1634,186436.64498633318
1635,183226.24799854337
1636,165070.77537941938
1637,201582.45003015944
1638,223121.4286676029
1639,197416.5997747923
1640,272962.8452560149
1641,195402.04219665512
1642,253819.1187347289
1643,235329.66933937892
1644,239444.7175710483
1645,201485.05922811234
1646,161822.74629531897
1647,167908.18120946133
1648,139069.57138645253
1649,133313.2869530572
1650,122683.25514694444
1651,124318.29415818
1652,106041.62105368545
1653,106289.39776686588
1654,148110.4035569604
1655,139887.71344541555
1656,145250.22752758124
1657,148022.6292766574
1658,154306.41027928513
1659,109940.05593051482
1660,150837.75293539054
1661,371675.93209343374
1662,371433.5471877022
1663,371824.39575753367
1664,371675.93209343374
1665,341399.1520865902
1666,353612.56617075903
1667,372098.53381685994
1668,345297.67248761444
1669,294071.2880000041
1670,344772.93585642247
1671,281211.4626795847
1672,371675.93209343374
1673,325821.2263646319
1674,256190.06253176727
1675,192023.48845349683
1676,195567.78477803516
1677,212729.4064471299
1678,371675.93209343374
1679,365040.77103449544
1680,331900.3921814097
1681,282293.5561833487
1682,328622.14379953605
1683,184811.54884176678
1684,181682.61641598478
1685,178667.6378072238
1686,164107.62082997386
1687,172529.1003461652
1688,188718.98468610662
1689,200790.7250785776
1690,195395.98624015358
1691,187321.0752278978
1692,271989.58235779946
1693,168901.155282138
1694,184166.11400223893
1695,165877.29566118258
1696,302337.4564227717
1697,165877.29566118258
1698,372955.84657315613
1699,338298.6058896037
1700,259929.75983770605
1701,291407.0996425618
1702,274256.07995657745
1703,247816.8279617277
1704,329822.42537425813
