Id,SalePrice
1461,124391.91769193891
1462,142139.16923405984
1463,174643.3616039238
1464,179669.76370379698
1465,203861.89535914446
1466,178375.86969014214
1467,162137.25862904856
1468,170646.60310210302
1469,180197.96702130802
1470,118155.55918513564
1471,189261.66438992697
1472,108543.69385328078
1473,109325.58145600924
1474,162932.8581932944
1475,146982.29088356107
1476,352805.7963361223
1477,258725.25529350634
1478,302947.30692085845
1479,283581.72406562226
1480,413952.7600245776
1481,294481.2876562405
1482,214014.14225857914
1483,171687.6431540905
1484,177940.34282117765
1485,175450.61641801824
1486,195852.78242967647
1487,296809.2850710749
1488,250251.49789979152
1489,184170.6322001029
1490,185893.4131658828
1491,191916.59334899834
1492,107246.50236068797
1493,176152.00364362195
1494,294679.3999778738
1495,286032.9831066318
1496,216294.71241902883
1497,193387.16135390644
1498,170550.40349203243
1499,170550.40349203243
1500,156032.12919992223
1501,172145.2404036439
1502,167472.43155859457
1503,288004.4433755339
1504,228531.70556936617
1505,210385.30595649447
1506,170964.59522361855
1507,210158.35434648197
1508,188701.25581525543
1509,156961.54393731832
1510,142483.18559601094
1511,140185.4422314944
1512,160725.53343727754
1513,163671.15273744104
1514,156425.503456718
1515,177964.4443715856
1516,167130.23499163895
1517,141371.06323521773
1518,142858.87709510175
1519,212824.28719719508
1520,134565.35240711694
1521,136339.20695672513
1522,171344.5380170412
1523,110297.36154902096
1524,119144.56160330321
1525,121207.50686729119
1526,123058.15374634507
1527,110118.51838100475
1528,119020.75656380298
1529,140062.039312814
1530,160556.7455273966
1531,141750.81487934873
1532,115388.68971405968
1533,141032.52828832238
1534,117150.601847912
1535,155647.74163039413
1536,126199.52206303638
1537,108588.23476118481
1538,201966.71939252096
1539,248647.99070816077
1540,134215.39800882048
1541,151294.40880524906
1542,143993.21935127594
1543,202895.37871148996
1544,94197.27937019864
1545,108425.47273422984
1546,127174.79434368086
1547,138965.47429959546
1548,133639.7128267393
1549,121790.77901367571
1550,155673.23509983585
1551,129590.60761213776
1552,159911.9537071095
1553,152237.01916775538
1554,122665.5171260911
1555,166369.60538599716
1556,100385.75739312502
1557,134390.63197620268
1558,108358.40411396671
1559,128925.40742538618
1560,160319.85728115524
1561,148437.42518219133
1562,115565.82769011227
1563,115765.10346640009
1564,153543.37609693597
1565,151904.4364578541
1566,205149.89299484252
1567,95929.90046837574
1568,194622.15591167542
1569,149175.04628900753
1570,125490.3125506115
1571,142328.9399225888
1572,136983.07171677094
1573,225266.66198850278
1574,140208.54605499227
1575,200334.52024580888
1576,214315.57617159068
1577,186905.55495854656
1578,154059.72265485386
1579,137773.04537201332
1580,188971.79296766705
1581,128358.67189647775
1582,123171.32818475783
1583,335344.607558218
1584,226266.35533232018
1585,141406.09745262624
1586,96209.24174545599
1587,116303.01052485211
1588,138145.67416372866
1589,112152.26798877852
1590,136458.61701594264
1591,105100.09304219572
1592,139789.44513528314
1593,127049.4795563895
1594,137475.15975199273
1595,143247.00971722425
1596,211731.34049646292
1597,152949.74017071753
1598,191471.0273611741
1599,207304.7988976309
1600,204294.9727765601
1601,97015.33957559562
1602,112489.83062806148
1603,102317.24969325891
1604,272386.80813325045
1605,256103.72416156228
1606,161719.60579385486
1607,170136.24160109763
1608,204065.72498148054
1609,185147.51337755378
1610,154717.82524247642
1611,145888.29894649534
1612,163529.20548159195
1613,166585.723341091
1614,119801.62473592872
1615,95831.32585026964
1616,93723.10816828221
1617,100400.0405749974
1618,122831.4034292875
1619,129751.0649154302
1620,157575.15288138407
1621,129787.6013120377
1622,139918.94690833232
1623,278833.7296973704
1624,197134.3390818708
1625,121540.38082551821
1626,170724.92609836897
1627,180456.2030211487
1628,273729.6924346647
1629,184160.13561282528
1630,317441.32124258316
1631,227267.58890827614
1632,249475.81440110598
1633,171598.48823555504
1634,177552.2368898365
1635,177246.81959904934
1636,163367.86708251524
1637,167717.95399320725
1638,212440.99051001013
1639,175903.3404699259
1640,230723.39078075506
1641,179201.92644980285
1642,204842.60232082516
1643,227727.02041057893
1644,220408.5629516112
1645,175131.81839957365
1646,151751.52863064772
1647,174465.02539063094
1648,136801.59420111883
1649,131561.5755334739
1650,124433.15211733736
1651,120505.29938541217
1652,109298.71979602185
1653,109365.52462151049
1654,166226.06541300513
1655,165584.4677808045
1656,161650.312162036
1657,166226.06541300513
1658,162984.9553621467
1659,148274.9529383864
1660,136013.36887249467
1661,404030.75463097007
1662,348067.46344214544
1663,357598.6546649778
1664,413212.812694665
1665,306505.52931045165
1666,320693.6244032187
1667,336580.71206378
1668,314187.00232925476
1669,298360.48614319577
1670,331548.8227415254
1671,247442.4094066442
1672,409736.5361243797
1673,306858.97723699984
1674,258421.8490943565
1675,172384.82784475535
1676,172313.14218050157
1677,189149.86819600087
1678,400104.47752823995
1679,371793.1054015865
1680,299794.99700818077
1681,256054.7901156484
1682,302765.8130720474
1683,187798.6206426216
1684,183568.01791158953
1685,174607.05615547576
1686,183646.2056576282
1687,170718.08600592185
1688,189678.92781047415
1689,189377.6424302545
1690,186888.3862020222
1691,172546.77388010378
1692,270924.39848711865
1693,172628.3301465473
1694,179207.2571386703
1695,179172.0935798074
1696,261674.71237423466
1697,179662.81317956108
1698,322088.04458995606
1699,323779.292315782
1700,224282.89955467306
1701,254630.00356644695
1702,256738.1048186054
1703,253655.36482401245
1704,294891.61329936533
1705,228318.52359158132
1706,387727.6039489105
1707,193238.67413867515
1708,186780.9847016417
1709,286596.47940017027
1710,226548.1750557476
1711,260567.7435320277
1712,248331.15079590323
1713,245960.95214287142
1714,212906.7548519297
1715,192037.04834189903
1716,179719.66140538146
1717,170888.86979441025
1718,142041.1716638807
1719,199410.11845987753
1720,254641.10316761263
1721,171386.81579264076
1722,137218.89081627812
1723,155654.6269258392
1724,206011.503368034
1725,225376.02073921266
1726,177557.3387059186
1727,165031.19122536652
1728,188638.0652418894
1729,155606.13958587465
1730,171614.45386756904
1731,122027.73730716236
1732,122600.63820774606
1733,117044.20289565378
1734,131223.84562208474
1735,118696.65846629831
1736,121213.07797684628
1737,335576.851278047
1738,199112.45474018954
1739,266654.1677771061
1740,193016.3371850304
1741,166838.03515845037
1742,172556.06877099082
1743,178188.90519007348
1744,281280.28220929677
1745,209739.3068188397
1746,252550.65508744642
1747,211256.4383411328
1748,190406.26175257235
1749,154972.95595979068
1750,142321.64811839824
1751,216097.85912805606
1752,116996.17298268939
1753,146910.24443684885
1754,212002.45032775265
1755,159359.63029365192
1756,129132.47526749784
1757,115840.6089086109
1758,153006.63739589916
1759,170829.07633316744
1760,152238.27806940887
1761,151198.08962067013
1762,168479.13224989027
1763,168734.92120477278
1764,117016.33633564838
1765,168868.2523210992
1766,173375.70707896817
1767,191806.896960773
1768,135425.8099721754
1769,177107.85648153175
1770,130517.77969706789
1771,136151.61187959652
1772,136614.96194459574
1773,136625.7569431695
1774,143121.41507833643
1775,130093.14436942847
1776,119228.61033883164
1777,113151.93122907981
1778,126149.5705356985
1779,114746.71506375859
1780,182850.89622038006
1781,134756.81752228076
1782,105400.98911542106
1783,132858.30781056016
1784,98798.69655609051
1785,129098.77158530976
1786,173424.562198149
1787,183627.8395088236
1788,84118.8029588248
1789,111491.62772004072
1790,109015.2389061608
1791,172383.09422649458
1792,145849.85560175852
1793,143331.38886759587
1794,129265.88821956144
1795,134294.88224806872
1796,124960.0944996071
1797,122183.74589883228
1798,125167.50313437358
1799,111947.71344168828
1800,122600.40666772802
1801,128491.82837228822
1802,153376.27990922602
1803,156211.58904591075
1804,126878.5939433033
1805,131698.41408416926
1806,123337.96838598936
1807,166190.75479127243
1808,125162.3805021275
1809,131322.84573281498
1810,151183.2460026572
1811,121568.59595755812
1812,128728.8520834234
1813,118214.15783647081
1814,108211.78228230767
1815,86786.97697193956
1816,106593.80052471897
1817,138002.1352424877
1818,155014.20744595336
1819,121772.58570938931
1820,97504.84869939733
1821,131743.1911815694
1822,174097.7897004899
1823,82036.03879604087
1824,144437.93179091587
1825,142612.00112296967
1826,107494.5104220572
1827,114511.06070029266
1828,145715.67165827088
1829,132817.28569061818
1830,162514.65424559554
1831,197540.99399555405
1832,142326.1272233233
1833,152295.52070755328
1834,135384.59955412598
1835,187822.38922700656
1836,145331.87207120334
1837,105146.00879231397
1838,136790.57395044106
1839,96058.39038988887
1840,149062.58514562002
1841,141548.5411800136
1842,103204.97947611492
1843,135992.11885076266
1844,134629.01933796573
1845,144203.4425209311
1846,148959.1311717397
1847,152554.40987620805
1848,81732.64612071337
1849,125426.4301680199
1850,127122.15850993208
1851,153268.8022447623
1852,133452.16386548008
1853,135528.45288924087
1854,167173.58494466866
1855,144682.96901219702
1856,207279.320531418
1857,160828.43867382425
1858,143653.53711019634
1859,138531.68946169544
1860,148341.1831899877
1861,138035.70924255403
1862,253293.37708094713
1863,255051.19129664503
1864,255051.19129664503
1865,303763.7445456676
1866,311995.8357556389
1867,242929.12211565545
1868,286282.0097411085
1869,189561.09892263036
1870,253657.96407835078
1871,252329.39773375622
1872,173359.80984003432
1873,208998.98079917085
1874,133165.58368959668
1875,203430.10845697782
1876,182866.98796078234
1877,205640.71572461032
1878,207748.35614799385
1879,119564.89427077962
1880,124983.71635098511
1881,231709.37299346947
1882,251702.31717023283
1883,195346.06600260513
1884,206930.66962473732
1885,266889.92780248047
1886,287171.3425988207
1887,198483.70149132368
1888,285916.27342339285
1889,162513.29593425133
1890,128205.09711285376
1891,142222.85208312137
1892,108668.72515108259
1893,134314.66277709653
1894,138095.91753623914
1895,153501.21072003708
1896,121262.82534739985
1897,122003.86694696145
1898,113666.38936751314
1899,138195.20179412904
1900,140932.78455826946
1901,160580.57076172475
1902,143151.22991055134
1903,215908.05648172655
1904,137164.4000387612
1905,178313.47480167728
1906,150115.1925724684
1907,185561.85171652568
1908,127778.81402574362
1909,132053.33626801407
1910,129777.0219610902
1911,185646.5060460984
1912,241481.42646152814
1913,149452.52528907478
1914,90496.21755331663
1915,273146.875285714
1916,88110.82199571047
1917,262329.0542849444
1918,124650.00187164765
1919,147514.9661370234
1920,161954.5790368901
1921,380789.66466350143
1922,313365.96101541125
1923,187664.2856419914
1924,213728.79202443804
1925,212761.84720016576
1926,363402.0169715049
1927,126466.37288689146
1928,159631.74356194594
